Rk,Player,Debut,Age,Yrs,G,MPTOT,FG,FGA,3P,3PA,FT,FTA,ORB,TRBTOT,ASTTOT,STL,BLK,TOV,PF,PTSTOT,FG%,3P%,FT%,MP,PTS,TRB,AST,ID
21,Darius Days,Feb 6 '23 HOU vs. SAC,23,1,4,25,5,12,3,10,2,2,1,6,1,0,1,0,2,15,.417,.300,1.000,6.3,3.8,1.5,0.3,daysda01
22,Moussa Diabaté,Oct 27 '22 LAC @ OKC,21,1,22,195,24,47,1,2,10,16,31,50,4,7,8,9,15,59,.511,.500,.625,8.9,2.7,2.3,0.2,diabamo01
23,Ousmane Dieng,Oct 19 '22 OKC @ MIN,19,1,39,569,76,181,26,98,15,23,19,105,46,14,7,26,42,193,.420,.265,.652,14.6,4.9,2.7,1.2,diengou01
24,Jalen Duren,Oct 19 '22 DET vs. ORL,19,1,67,1670,258,398,0,2,96,157,229,595,75,44,59,92,182,612,.648,.000,.611,24.9,9.1,8.9,1.1,durenja01
25,Tari Eason,Oct 19 '22 HOU @ ATL,21,1,82,1767,296,660,59,172,109,145,195,496,88,96,47,101,189,760,.448,.343,.752,21.5,9.3,6.0,1.1,easonta01
26,Keon Ellis,Nov 17 '22 SAC vs. SAS,23,1,16,71,7,16,6,12,4,7,4,8,6,5,1,1,10,24,.438,.500,.571,4.4,1.5,0.5,0.4,elliske01
27,Simone Fontecchio,Oct 19 '22 UTA vs. DEN,27,1,52,766,115,312,63,191,35,44,31,86,42,15,8,39,62,328,.369,.330,.795,14.7,6.3,1.7,0.8,fontesi01
28,Michael Foster Jr.,Nov 22 '22 PHI vs. BRK,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,fostemi02
29,Jacob Gilyard,Apr 9 '23 MEM @ OKC,24,1,1,41,1,3,1,3,0,0,0,4,7,3,0,2,3,3,.333,.333,,41.0,3.0,4.0,7.0,gilyaja01
30,RaiQuan Gray,Apr 9 '23 BRK vs. PHI,23,1,1,35,6,12,2,5,2,2,3,9,7,0,1,4,5,16,.500,.400,1.000,35.0,16.0,9.0,7.0,grayra01
31,A.J. Green,Oct 22 '22 MIL vs. HOU,23,1,35,345,53,125,44,105,4,4,6,45,22,6,0,9,31,154,.424,.419,1.000,9.9,4.4,1.3,0.6,greenaj01
32,AJ Griffin,Oct 23 '22 ATL vs. CHO,19,1,72,1401,248,533,101,259,42,47,37,153,73,42,12,42,87,639,.465,.390,.894,19.5,8.9,2.1,1.0,griffaj01
33,Jordan Hall,Nov 2 '22 SAS vs. TOR,21,1,9,83,9,28,3,15,7,9,3,12,11,1,0,7,6,28,.321,.200,.778,9.2,3.1,1.3,1.2,halljo02
34,Jaden Hardy,Oct 22 '22 DAL vs. MEM,20,1,48,708,146,333,63,156,65,79,11,89,65,17,7,46,64,420,.438,.404,.823,14.8,8.8,1.9,1.4,hardyja02
35,Ron Harper Jr.,Oct 31 '22 TOR vs. ATL,22,1,9,48,8,16,3,9,1,1,3,7,4,0,1,0,3,20,.500,.333,1.000,5.3,2.2,0.8,0.4,harpero02
36,Kevon Harris,Oct 21 '22 ORL @ ATL,25,1,34,457,47,107,16,43,31,41,28,70,16,17,5,21,53,141,.439,.372,.756,13.4,4.1,2.1,0.5,harrike01
37,Caleb Houstan,Oct 19 '22 ORL @ DET,20,1,51,812,66,182,46,136,15,18,34,99,30,12,7,18,63,193,.363,.338,.833,15.9,3.8,1.9,0.6,houstca01
38,Trevor Hudgins,Oct 22 '22 HOU @ MIL,23,1,5,28,2,9,2,8,3,3,0,0,3,0,0,1,1,9,.222,.250,1.000,5.6,1.8,0.0,0.6,hudgitr01
39,Jaden Ivey,Oct 19 '22 DET vs. ORL,20,1,74,2304,409,983,120,350,266,356,73,288,387,61,17,237,242,1204,.416,.343,.747,31.1,16.3,3.9,5.2,iveyja01
40,Quenton Jackson,Feb 11 '23 WAS vs. IND,24,1,9,135,19,42,1,12,17,22,2,8,15,4,1,4,10,56,.452,.083,.773,15.0,6.2,0.9,1.7,jacksqu01
41,Nikola Jović,Oct 26 '22 MIA @ POR,19,1,15,204,28,69,8,35,18,19,9,31,10,7,2,10,19,82,.406,.229,.947,13.6,5.5,2.1,0.7,jovicni01
42,Johnny Juzang,Feb 28 '23 UTA vs. SAS,21,1,18,232,35,104,15,63,2,4,8,39,8,4,3,3,13,87,.337,.238,.500,12.9,4.8,2.2,0.4,juzanjo01
43,Trevor Keels,Oct 21 '22 NYK vs. DET,19,1,3,8,1,4,1,4,0,0,0,2,0,0,0,0,0,3,.250,.250,,2.7,1.0,0.7,0.0,keelstr01
44,Walker Kessler,Oct 19 '22 UTA vs. DEN,21,1,74,1703,298,414,1,3,82,159,231,620,69,26,173,58,169,679,.720,.333,.516,23.0,9.2,8.4,0.9,kesslwa01
45,Christian Koloko,Oct 19 '22 TOR vs. CLE,22,1,58,802,72,150,1,12,37,59,84,171,31,21,57,20,128,182,.480,.083,.627,13.8,3.1,2.9,0.5,kolokch01
46,Jake LaRavia,Oct 19 '22 MEM vs. NYK,21,1,35,414,37,95,24,71,7,9,19,63,21,12,4,18,49,105,.389,.338,.778,11.8,3.0,1.8,0.6,laravja01
47,A.J. Lawson,Nov 16 '22 MIN @ ORL,22,1,15,108,22,44,10,25,2,8,6,21,2,2,0,3,11,56,.500,.400,.250,7.2,3.7,1.4,0.1,lawsoaj01
48,Kenneth Lofton Jr.,Oct 22 '22 MEM @ DAL,20,1,24,176,49,93,6,17,16,27,19,51,20,5,2,12,28,120,.527,.353,.593,7.3,5.0,2.1,0.8,loftoke01
49,Tyrese Martin,Oct 23 '22 ATL vs. CHO,23,1,16,66,9,23,1,7,2,2,5,12,2,1,0,2,2,21,.391,.143,1.000,4.1,1.3,0.8,0.1,martity01
50,Bennedict Mathurin,Oct 19 '22 IND vs. WAS,20,1,78,2222,413,951,100,310,376,454,87,318,116,48,13,152,162,1302,.434,.323,.828,28.5,16.7,4.1,1.5,mathube01
51,Bryce McGowens,Oct 19 '22 CHO @ SAS,20,1,46,787,80,202,26,80,60,80,20,93,54,15,6,43,48,246,.396,.325,.750,17.1,5.3,2.0,1.2,mcgowbr01
52,Justin Minaya,Apr 4 '23 POR @ MEM,23,1,4,89,7,23,3,12,0,1,3,15,4,2,5,4,9,17,.304,.250,.000,22.3,4.3,3.8,1.0,minayju01
53,Josh Minott,Nov 28 '22 MIN @ WAS,20,1,15,96,18,36,2,6,8,8,5,25,5,4,6,3,10,46,.500,.333,1.000,6.4,3.1,1.7,0.3,minotjo01
54,Isaiah Mobley,Oct 22 '22 CLE @ CHI,23,1,13,84,12,28,3,8,4,4,4,20,3,4,3,1,8,31,.429,.375,1.000,6.5,2.4,1.5,0.2,mobleis01
55,Chima Moneke,Oct 27 '22 SAC vs. MEM,27,1,2,8,1,2,0,0,0,2,2,2,1,0,0,2,2,2,.500,,.000,4.0,1.0,1.0,0.5,monekch01
56,Wendell Moore Jr.,Oct 23 '22 MIN @ OKC,21,1,29,153,18,43,2,17,4,5,4,18,18,8,5,8,13,42,.419,.118,.800,5.3,1.4,0.6,0.6,moorewe01
57,Keegan Murray,Oct 22 '22 SAC vs. LAC,22,1,80,2382,354,782,206,501,62,81,89,371,98,61,42,60,162,976,.453,.411,.765,29.8,12.2,4.6,1.2,murrake02
58,Andrew Nembhard,Oct 21 '22 IND vs. SAS,23,1,75,2073,284,644,92,263,49,62,35,199,341,70,13,126,179,709,.441,.350,.790,27.6,9.5,2.7,4.5,nembhan01
59,Scotty Pippen Jr.,Oct 18 '22 LAL @ GSW,22,1,6,32,4,12,1,3,5,9,2,4,2,2,1,2,3,14,.333,.333,.556,5.3,2.3,0.7,0.3,pippesc02
60,Jason Preston,Oct 23 '22 LAC vs. PHO,23,1,14,124,18,41,5,18,0,2,2,22,27,2,0,10,7,41,.439,.278,.000,8.9,2.9,1.6,1.9,prestja01
61,Lester Quinones,Mar 31 '23 GSW vs. SAS,22,1,4,18,2,5,2,4,4,6,1,3,2,1,0,5,0,10,.400,.500,.667,4.5,2.5,0.8,0.5,quinole01
62,Jared Rhoden,Jan 10 '23 DET @ PHI,23,1,14,198,17,44,5,20,6,6,11,37,4,4,1,3,23,45,.386,.250,1.000,14.1,3.2,2.6,0.3,rhodeja01
63,Orlando Robinson,Nov 18 '22 MIA @ WAS,22,1,31,425,47,89,0,6,22,31,48,126,25,12,12,16,53,116,.528,.000,.710,13.7,3.7,4.1,0.8,robinor01
64,David Roddy,Oct 19 '22 MEM vs. NYK,21,1,70,1258,180,420,65,212,41,65,50,193,59,29,19,57,107,466,.429,.307,.631,18.0,6.7,2.8,0.8,roddyda01
65,Ryan Rollins,Oct 18 '22 GSW vs. LAL,20,1,12,62,7,20,3,9,6,6,3,12,6,1,1,16,10,23,.350,.333,1.000,5.2,1.9,1.0,0.5,rolliry01
66,Dereon Seabron,Oct 28 '22 NOP @ PHO,22,1,5,12,2,5,0,0,0,0,1,1,0,0,0,0,1,4,.400,,,2.4,0.8,0.2,0.0,seabrde01
67,Shaedon Sharpe,Oct 19 '22 POR @ SAC,19,1,80,1779,306,648,102,283,75,105,63,236,94,38,24,83,136,789,.472,.360,.714,22.2,9.9,3.0,1.2,sharpsh01
68,Dru Smith,Oct 26 '22 MIA @ POR,25,1,15,158,18,45,5,19,3,3,2,24,22,10,4,3,23,44,.400,.263,1.000,10.5,2.9,1.6,1.5,smithdr01
69,Jabari Smith Jr.,Oct 19 '22 HOU @ ATL,19,1,79,2451,364,892,120,391,162,206,122,569,101,43,74,104,227,1010,.408,.307,.786,31.0,12.8,7.2,1.3,smithja05
70,Jeremy Sochan,Oct 19 '22 SAS vs. CHO,19,1,56,1458,250,552,33,134,81,116,95,295,142,43,23,97,138,614,.453,.246,.698,26.0,11.0,5.3,2.5,sochaje01
71,Cole Swider,Oct 18 '22 LAL @ GSW,23,1,7,41,3,9,3,8,0,0,1,7,4,0,0,0,3,9,.333,.375,,5.9,1.3,1.0,0.6,swideco01
72,Dalen Terry,Oct 22 '22 CHI vs. CLE,20,1,38,214,32,72,7,27,14,21,12,37,22,11,5,8,24,85,.444,.259,.667,5.6,2.2,1.0,0.6,terryda01
73,Stanley Umude,Feb 15 '23 DET @ BOS,23,1,1,2,0,1,0,1,2,2,0,0,0,1,1,0,0,2,.000,.000,1.000,2.0,2.0,0.0,0.0,umudest01
74,Jabari Walker,Oct 24 '22 POR vs. DEN,20,1,56,619,83,198,16,56,34,45,48,131,34,10,13,29,69,216,.419,.286,.756,11.1,3.9,2.3,0.6,walkeja01
75,TyTy Washington Jr.,Nov 14 '22 HOU vs. LAC,21,1,31,433,58,160,19,80,10,18,2,45,47,15,2,14,29,145,.363,.238,.556,14.0,4.7,1.5,1.5,washity02
76,Peyton Watson,Oct 19 '22 DEN @ UTA,20,1,23,186,29,59,6,14,11,20,8,37,11,2,11,8,14,75,.492,.429,.550,8.1,3.3,1.6,0.5,watsope01
77,Blake Wesley,Oct 28 '22 SAS vs. CHI,19,1,37,669,69,215,20,52,26,44,11,81,99,25,5,65,67,184,.321,.385,.591,18.1,5.0,2.2,2.7,weslebl01
78,Jack White,Oct 26 '22 DEN vs. LAL,25,1,17,66,8,19,3,9,2,3,6,17,4,3,2,2,9,21,.421,.333,.667,3.9,1.2,1.0,0.2,whiteja03
79,Alondes Williams,Dec 10 '22 BRK @ IND,23,1,1,5,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,,5.0,0.0,1.0,0.0,willial06
80,Donovan Williams,Apr 4 '23 ATL @ CHI,21,1,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,.400,.000,,2.0,2.0,1.0,0.0,willido02
81,Jalen Williams,Oct 19 '22 OKC @ MIN,21,1,75,2276,414,794,73,205,155,191,84,337,248,103,35,123,191,1056,.521,.356,.812,30.3,14.1,4.5,3.3,willija06
82,Jaylin Williams,Oct 23 '22 OKC vs. MIN,20,1,49,914,102,234,46,113,38,54,44,241,76,28,12,37,111,288,.436,.407,.704,18.7,5.9,4.9,1.6,willija07
83,Jeenathan Williams,Apr 2 '23 POR @ MIN,23,1,5,127,24,39,3,8,2,3,10,15,10,3,2,4,13,53,.615,.375,.667,25.4,10.6,3.0,2.0,willije02
84,Mark Williams,Oct 19 '22 CHO @ SAS,21,1,43,828,160,251,0,0,67,97,93,304,18,28,45,40,94,387,.637,,.691,19.3,9.0,7.1,0.4,willima07
85,Vince Williams Jr.,Oct 22 '22 MEM @ DAL,22,1,15,105,12,40,4,28,2,2,4,15,4,6,2,5,12,30,.300,.143,1.000,7.0,2.0,1.0,0.3,willivi01
