Rk,Player,Debut,Age,Yrs,G,MPTOT,FG,FGA,3P,3PA,FT,FTA,ORB,TRBTOT,ASTTOT,STL,BLK,TOV,PF,PTSTOT,FG%,3P%,FT%,MP,PTS,TRB,AST,ID
16,Jarell Eddie,Dec 26 '15 WAS @ BRK,24,3,34,218,26,86,19,65,16,17,3,31,5,7,1,2,6,87,.302,.292,.941,6.4,2.6,0.9,0.1,eddieja01
17,Cristiano Felício,Nov 9 '15 CHI @ PHI,23,6,252,3554,431,754,0,14,216,321,381,992,183,72,50,155,358,1078,.572,.000,.673,14.1,4.3,3.9,0.7,feliccr01
18,Jerian Grant,Oct 28 '15 NYK @ MIL,23,5,279,4998,593,1442,174,539,332,431,92,530,805,205,33,274,411,1692,.411,.323,.770,17.9,6.1,1.9,2.9,grantje02
19,Montrezl Harrell,Oct 28 '15 HOU vs. DEN,22,8,515,10545,2506,4050,9,83,1199,1807,930,2588,675,269,404,550,1058,6220,.619,.108,.664,20.5,12.1,5.0,1.3,harremo01
20,Aaron Harrison,Nov 20 '15 CHO vs. PHI,21,3,35,343,24,92,12,55,19,31,8,42,16,15,2,7,39,79,.261,.218,.613,9.8,2.3,1.2,0.5,harriaa01
21,Mario Hezonja,Oct 28 '15 ORL vs. WAS,20,5,330,6107,854,2047,266,833,310,382,147,1026,415,243,80,371,549,2284,.417,.319,.812,18.5,6.9,3.1,1.3,hezonma01
22,Darrun Hilliard,Nov 23 '15 DET @ MIL,22,3,91,859,104,276,31,102,56,75,7,85,71,22,3,51,74,295,.377,.304,.747,9.4,3.2,0.9,0.8,hillida01
23,Rondae Hollis-Jefferson,Oct 28 '15 BRK vs. CHI,21,6,305,6759,1004,2238,44,208,708,963,440,1684,579,278,162,392,620,2760,.449,.212,.735,22.2,9.0,5.5,1.9,holliro01
24,Richaun Holmes,Oct 28 '15 PHI @ BOS,22,9,430,8401,1557,2576,48,176,608,820,739,2293,419,224,413,370,1099,3770,.604,.273,.741,19.5,8.8,5.3,1.0,holmeri01
25,Marcelo Huertas,Oct 28 '15 LAL vs. MIN,32,2,76,1106,122,298,20,80,36,46,20,114,234,36,9,99,92,300,.409,.250,.783,14.6,3.9,1.5,3.1,huertma01
26,Josh Huestis,Mar 24 '16 OKC vs. UTA,24,3,76,1068,71,205,39,125,6,25,48,180,23,16,48,29,85,187,.346,.312,.240,14.1,2.5,2.4,0.3,huestjo01
27,R.J. Hunter,Nov 4 '15 BOS @ IND,22,4,45,395,49,132,26,88,9,11,3,46,19,18,4,13,39,133,.371,.295,.818,8.8,3.0,1.0,0.4,hunterj01
28,Damien Inglis,Oct 28 '15 MIL vs. NYK,20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875,7.8,1.8,1.6,0.5,inglida01
29,Stanley Johnson,Oct 27 '15 DET @ ATL,19,8,449,8879,1028,2630,340,1114,410,548,253,1404,679,383,106,480,871,2806,.391,.305,.748,19.8,6.2,3.1,1.5,johnsst04
30,Nikola Jokić,Oct 28 '15 DEN @ HOU,20,9,620,19145,4884,8843,622,1795,2317,2805,1642,6576,4185,742,443,1775,1703,12707,.552,.347,.826,30.9,20.5,10.6,6.8,jokicni01
31,Tyus Jones,Nov 10 '15 MIN vs. CHO,19,9,558,10932,1509,3430,446,1251,421,518,137,1062,2219,549,44,417,428,3885,.440,.357,.813,19.6,7.0,1.9,4.0,jonesty01
32,Frank Kaminsky,Oct 28 '15 CHO @ MIA,22,8,413,8160,1306,3034,428,1226,590,791,300,1579,651,174,146,314,609,3630,.430,.349,.746,19.8,8.8,3.8,1.6,kaminfr01
33,Sasha Kaun,Oct 28 '15 CLE @ MEM,30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,,.455,3.8,0.9,1.0,0.1,kaunsa01
34,Kevon Looney,Jan 27 '16 GSW vs. DAL,19,9,472,8479,1028,1768,10,59,359,588,1015,2700,765,247,263,282,1053,2425,.581,.169,.611,18.0,5.1,5.7,1.6,looneke01
35,Trey Lyles,Oct 28 '15 UTA @ DET,20,9,532,9644,1495,3377,494,1446,652,874,452,2302,558,203,189,447,763,4136,.443,.342,.746,18.1,7.8,4.3,1.0,lylestr01
36,Boban Marjanović,Oct 30 '15 SAS vs. BRK,27,9,320,2831,687,1186,10,41,416,545,397,1165,151,59,95,205,341,1800,.579,.244,.763,8.8,5.6,3.6,0.5,marjabo01
37,Jarell Martin,Dec 18 '15 MEM @ DAL,21,4,184,2927,376,867,63,182,183,239,189,639,114,67,73,144,411,998,.434,.346,.766,15.9,5.4,3.5,0.6,martija01
38,T.J. McConnell,Oct 28 '15 PHI @ BOS,23,9,572,12446,1807,3547,140,414,316,405,314,1710,2870,709,106,928,843,4070,.509,.338,.780,21.8,7.1,3.0,5.0,mccontj01
39,Chris McCullough,Feb 8 '16 BRK vs. DEN,20,3,59,532,78,183,15,49,23,42,41,112,15,30,19,20,54,194,.426,.306,.548,9.0,3.3,1.9,0.3,mcculch01
40,Jordan McRae,Jan 29 '16 PHO @ NYK,24,4,123,1696,302,724,83,234,159,206,34,225,167,45,30,87,147,846,.417,.355,.772,13.8,6.9,1.8,1.4,mcraejo01
41,Salah Mejri,Oct 28 '15 DAL @ PHO,29,4,204,2430,280,464,12,41,121,205,259,808,94,72,190,123,382,693,.603,.293,.590,11.9,3.4,4.0,0.5,mejrisa01
42,Jordan Mickey,Oct 28 '15 BOS vs. PHI,21,3,64,482,62,138,2,17,26,43,37,128,17,9,27,28,53,152,.449,.118,.605,7.5,2.4,2.0,0.3,mickejo01
43,Luis Montero,Oct 30 '15 POR @ PHO,22,2,14,50,5,20,1,9,3,4,0,6,1,0,0,6,1,14,.250,.111,.750,3.6,1.0,0.4,0.1,montelu01
44,Emmanuel Mudiay,Oct 28 '15 DEN @ HOU,19,6,302,7187,1222,3051,276,855,579,778,138,884,1143,215,88,670,492,3299,.401,.323,.744,23.8,10.9,2.9,3.8,mudiaem01
45,Xavier Munford,Mar 17 '16 MEM @ MIL,23,2,20,265,33,83,9,25,8,16,4,32,26,14,3,17,29,83,.398,.360,.500,13.3,4.2,1.6,1.3,munfoxa02
46,Larry Nance Jr.,Nov 6 '15 LAL @ BRK,23,9,475,11119,1530,2850,183,552,457,665,906,2989,876,549,240,452,1036,3700,.537,.332,.687,23.4,7.8,6.3,1.8,nancela02
47,Raul Neto,Oct 28 '15 UTA @ DET,23,8,435,6765,935,2041,258,714,342,421,96,658,913,279,34,398,569,2470,.458,.361,.812,15.6,5.7,1.5,2.1,netora01
48,J.J. O'Brien,Jan 16 '16 UTA vs. LAL,23,1,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,.000,,,3.0,0.0,0.5,0.0,obriejj01
49,Jahlil Okafor,Oct 28 '15 PHI @ BOS,20,6,247,4827,1092,2016,6,27,376,556,377,1169,225,73,195,347,515,2566,.542,.222,.676,19.5,10.4,4.7,0.9,okafoja01
50,Kelly Oubre Jr.,Oct 30 '15 WAS @ MIL,20,9,539,13925,2489,5714,829,2510,1111,1480,524,2378,547,533,253,571,1379,6918,.436,.330,.751,25.8,12.8,4.4,1.0,oubreke01
51,Lamar Patterson,Oct 27 '15 ATL vs. DET,24,2,40,435,31,95,13,55,18,25,5,57,45,10,2,27,51,93,.326,.236,.720,10.9,2.3,1.4,1.1,pattela01
52,Cameron Payne,Nov 1 '15 OKC vs. DEN,21,9,351,6368,1070,2534,379,1031,258,315,100,761,1179,230,73,430,612,2777,.422,.368,.819,18.1,7.9,2.2,3.4,payneca01
53,Tibor Pleiß,Oct 30 '15 UTA @ PHI,26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,.440,.000,1.000,6.8,2.0,1.3,0.2,pleisti01
54,Bobby Portis,Nov 3 '15 CHI @ CHO,20,9,547,12223,2538,5345,592,1563,619,819,1039,3820,670,309,200,589,1040,6287,.475,.379,.756,22.3,11.5,7.0,1.2,portibo01
55,Kristaps Porziņģis,Oct 28 '15 NYK @ MIL,20,8,419,13021,2898,6368,766,2140,1640,1983,729,3308,743,305,762,717,1277,8202,.455,.358,.827,31.1,19.6,7.9,1.8,porzikr01
56,Norman Powell,Nov 1 '15 TOR vs. MIL,22,9,504,11553,2116,4541,755,1942,1093,1320,188,1309,759,406,142,622,936,6080,.466,.389,.828,22.9,12.1,2.6,1.5,powelno01
57,Willie Reed,Dec 4 '15 BRK @ NYK,25,3,152,1885,319,539,2,6,111,198,213,575,46,33,99,66,240,751,.592,.333,.561,12.4,4.9,3.8,0.3,reedwi02
58,Josh Richardson,Nov 5 '15 MIA @ MIN,22,9,523,15119,2237,5217,828,2279,827,982,364,1606,1407,546,287,710,1173,6129,.429,.363,.842,28.9,11.7,3.1,2.7,richajo01
59,Terry Rozier,Oct 28 '15 BOS vs. PHI,21,9,553,15139,2787,6649,1152,3126,953,1161,370,2170,1927,529,135,744,827,7679,.419,.369,.821,27.4,13.9,3.9,3.5,roziete01
60,D'Angelo Russell,Oct 28 '15 LAL vs. MIN,19,9,520,15534,3320,7753,1289,3550,1239,1574,263,1798,2968,562,160,1429,983,9168,.428,.363,.787,29.9,17.6,3.5,5.7,russeda01
61,Jonathon Simmons,Nov 14 '15 SAS vs. PHI,26,4,258,5298,786,1774,145,457,425,562,124,621,483,158,61,343,513,2142,.443,.317,.756,20.5,8.3,2.4,1.9,simmojo02
62,Alex Stepheson,Feb 20 '16 LAC vs. GSW,28,1,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,.333,,.333,9.1,2.8,3.5,0.3,stephal01
63,Edy Tavares,Oct 29 '15 ATL @ NYK,23,2,13,101,15,24,0,0,3,11,11,32,4,1,12,7,11,33,.625,,.273,7.8,2.5,2.5,0.3,tavarwa01
64,Axel Toupane,Mar 4 '16 DEN vs. BRK,23,3,33,413,34,90,15,46,18,24,8,38,19,10,10,6,52,101,.378,.326,.750,12.5,3.1,1.2,0.6,toupaax01
65,Karl-Anthony Towns,Oct 28 '15 MIN @ LAL,20,9,533,18159,4513,8595,885,2233,2337,2792,1523,5901,1693,428,695,1440,1821,12248,.525,.396,.837,34.1,23.0,11.1,3.2,townska01
66,Myles Turner,Oct 29 '15 IND vs. MEM,19,9,515,14816,2613,5239,515,1464,1244,1614,745,3522,631,361,1171,708,1538,6985,.499,.352,.771,28.8,13.6,6.8,1.2,turnemy01
67,Rashad Vaughn,Oct 28 '15 MIL vs. NYK,19,3,139,1671,161,478,83,265,18,26,18,158,75,53,29,48,120,423,.337,.313,.692,12.0,3.0,1.1,0.5,vaughra01
68,Briante Weber,Mar 11 '16 MEM vs. NOP,23,3,45,611,58,142,5,26,22,30,24,86,64,39,9,32,56,143,.408,.192,.733,13.6,3.2,1.9,1.4,weberbr01
69,Alan Williams,Mar 17 '16 PHO @ UTA,23,4,67,872,163,322,0,2,87,139,115,371,39,37,38,51,155,413,.506,.000,.626,13.0,6.2,5.5,0.6,willial03
70,Justise Winslow,Oct 28 '15 MIA vs. CHO,19,8,344,8905,1121,2718,229,728,358,561,364,1760,889,307,137,500,794,2829,.412,.315,.638,25.9,8.2,5.1,2.6,winslju01
71,Christian Wood,Oct 28 '15 PHI @ BOS,20,8,312,7441,1605,3114,395,1059,825,1192,443,2247,440,171,274,466,604,4430,.515,.373,.692,23.8,14.2,7.2,1.4,woodch01
72,Delon Wright,Nov 1 '15 TOR vs. MIL,23,9,469,9939,1229,2705,321,909,582,722,383,1518,1475,579,166,445,511,3361,.454,.353,.806,21.2,7.2,3.2,3.1,wrighde01
73,Joe Young,Oct 28 '15 IND @ TOR,23,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,.393,.296,.768,8.5,3.4,1.0,0.9,youngjo01
